instrumento,bjd,vrad,svrad
COR,2130.7255418817513,56.44100850701078,7.0
COR,2130.7372422781773,44.44100850701078,7.0
COR,2140.728111903649,-48.55899149298922,13.0
COR,2140.7398121356964,-30.558991492989218,11.0
COR,2142.7437493032776,22.441008507010782,7.0
COR,2143.7329655243084,-66.55899149298922,7.0
COR,2143.743665689137,-84.55899149298922,9.0
COR,2150.692039512098,-66.55899149298922,7.0
COR,2150.7038395763375,-70.55899149298922,8.0
ELODIE,2158.503638351802,-17.639678943117826,13.990312
ELODIE,2158.503638351802,-20.536019645780026,14.0
ELODIE,2158.516538270749,5.463980354219973,14.0
ELODIE,2158.516538270749,8.360321056882174,13.996609
ELODIE,2159.562831267249,87.36031705688264,11.44654
ELODIE,2159.562831267249,84.46397635422043,11.0
ELODIE,2160.5638230880722,19.360313056883104,18.041147
ELODIE,2161.363915519323,-59.536030645780116,14.0
ELODIE,2161.363915519323,-56.639689943117915,13.590792
COR,2161.68441217253,-70.55899149298922,12.0
COR,2162.68750085216,55.44100850701078,6.0
ELODIE,2163.528690259438,73.36030205688301,15.96616
ELODIE,2164.4193779001944,-32.639700943118,12.241355
ELODIE,2164.4193779001944,-35.5360416457802,12.0
COR,2165.6691585006192,-2.558991492989219,14.0
COR,2166.680541173555,84.44100850701078,10.0
COR,2168.6330035119317,-89.55899149298922,8.0
COR,2169.6808809982613,72.44100850701078,10.0
COR,2170.6717582573183,51.44100850701078,10.0
COR,2171.640334663447,-69.55899149298922,9.0
COR,2172.647508693859,-16.558991492989218,7.0
COR,2173.6378817479126,104.44100850701078,7.0
COR,2175.6585224568844,-87.55899149298922,9.0
COR,2177.6767575289123,42.44100850701078,9.0
COR,2178.626625041943,-50.55899149298922,14.0
COR,2184.6372910556383,80.44100850701078,7.0
COR,2184.6488905525766,74.44100850701078,8.0
ELODIE,2217.4012659690343,-75.5362356457804,12.0
ELODIE,2217.4012659690343,-81.93989494311747,12.21801
ELODIE,2218.3588914554566,-42.939898943117,9.948075
ELODIE,2218.3588914554566,-36.53623964577993,10.0
ELODIE,2247.2775313528255,49.65999505688204,13.415872
ELODIE,2247.2775313528255,50.46365435421875,13.0
ELODIE,2247.2908301721327,52.65999505688204,16.072024
COR,2439.9334927774034,-75.55899149298922,9.0
COR,2439.945393770002,-50.55899149298922,10.0
HIRES,2446.130101801362,-40.9,3.6
HIRES-pre04,2446.130101801362,-35.96,1.752457
HIRES,2446.130104802083,-33.69,1.75
HIRES,2446.1304048262537,-37.0,4.5
ELODIE,2508.4889711346477,87.05903905688182,16.999559
HIRES-pre04,2514.9703721939586,38.16,1.83301
HIRES,2514.9703721939586,32.7,3.7
HIRES,2514.970377193764,39.04,1.74
HIRES,2514.970847196877,42.7,4.1
ELODIE,2532.4713448607363,10.958951056882587,12.615697
ELODIE,2532.4713448607363,20.462610354220022,13.0
HIRES,2535.850453449879,0.0,2.09
HIRES,2535.850453449879,-4.6,4.0
HIRES-pre04,2535.850453449879,0.07,2.005513
HIRES,2535.8506734450348,14.8,5.0
ELODIE,2560.3209877335466,-48.94115094311702,20.25919
ELODIE,2561.29203283228,69.05884505688344,11.551555
ELODIE,2561.29203283228,44.46250435422051,12.0
ELODIE,2565.3741903896444,29.462489354219077,14.0
ELODIE,2565.3741903896444,54.058830056882,14.426835
ELODIE,2565.388689491432,30.058830056882005,16.759685
HIRES,2575.7336971005425,97.8,6.7
HIRES-pre04,2575.733905085828,93.13,1.949086
HIRES,2575.733905085828,90.8,4.0
HIRES,2806.9746517003514,-32.54,1.67
HIRES-pre04,2806.9746557008475,-28.13,1.811795
HIRES,2806.9746557008475,-33.0,3.6
HIRES,2836.0080978744663,70.2,3.3
HIRES-pre04,2836.0080978744663,75.59,1.600452
HIRES,2836.0081008751877,77.63,1.64
HIRES,2848.9726839717478,-63.2,1.82
HIRES-pre04,2848.972684971988,-63.26,1.912153
HIRES,2848.972684971988,-68.8,3.9
HIRES,2849.991241571959,66.6,3.2
HIRES-pre04,2849.991241571959,72.17,1.61289
HIRES,2849.99124357244,73.15,1.69
HIRES,2850.953544271644,52.7,3.2
HIRES-pre04,2850.953544271644,58.24,1.61326
